"전출지별","전입지별","항목","단위","2025 년","2024 년","2023 년","2022 년","2021 년","2020 년","2019 년","2018 년","2017 년","2016 년","2015 년","2014 년","2013 년","2012 년","2011 년","2010 년","2009 년","2008 년","2007 년","2006 년","2005 년","2004 년","2003 년","2002 년","2001 년","2000 년","1999 년","1998 년","1997 년","1996 년","1995 년","1994 년","1993 년","1992 년","1991 년","1990 년","1989 년","1988 년","1987 년","1986 년","1985 년","1984 년","1983 년","1982 년","1981 년","1980 년","1979 년","1978 년","1977 년","1976 년","1975 년","1974 년","1973 년","1972 년","1971 년","1970 년",
"대전광역시","강원특별자치도","이동자수[명]","명","1907","1878","1968","1954","2251","2217","2297","2094","2302","2213","2423","2400","2737","2411","2877","2603","2863","2765","2735","2470","2454","2568","2831","2981","2791","2700","3049","2542","2455","2058","1711","1564","1365","1495","1453","1268","1312","0","0","0","0","0","0","0","","","","","","","","","","","","",
"대전광역시","강원특별자치도","순이동자수[명]","명","-412","-313","-297","-286","-211","-127","-174","-435","-380","-570","-479","-467","-258","-846","-405","-373","88","-149","-353","-505","-593","-486","-583","-640","-729","-629","-159","-267","-154","-705","-534","-754","-1001","-786","-1108","-1225","-1278","0","0","0","0","0","0","0","","","","","","","","","","","","",
"대전광역시","충청북도","이동자수[명]","명","8865","7650","7313","7479","8738","8869","8280","7902","7653","7748","8265","8256","8308","8116","8847","8847","8913","9720","9862","9567","8860","9464","9703","9215","8941","9361","9891","9756","9399","8861","8558","7031","7587","8501","7870","7952","7311","0","0","0","0","0","0","0","","","","","","","","","","","","",
"대전광역시","충청북도","순이동자수[명]","명","962","-119","-23","-290","56","526","414","-3","-361","-169","516","-296","-134","-687","-273","-6","-72","764","123","-916","-1489","-880","-1234","-1741","-1991","-1576","-1366","120","-671","-1105","-1841","-3603","-3688","-1623","-4503","-4074","-4345","0","0","0","0","0","0","0","","","","","","","","","","","","",
"대전광역시","충청남도","이동자수[명]","명","13167","13613","14120","13880","15288","15797","14453","14673","15321","15824","16030","16552","16924","16747","21076","21192","21987","24606","24119","23988","25723","29629","25457","21349","20512","21068","22559","23839","26623","24745","23668","17157","15906","17668","17721","18041","17946","0","0","0","0","0","0","0","","","","","","","","","","","","",
"대전광역시","충청남도","순이동자수[명]","명","-794","424","1584","779","549","-181","-573","-676","239","526","479","-485","422","-1379","-418","-149","773","1509","-1490","-2078","-1663","1169","-2902","-4836","-4835","-4682","-5525","-1109","-2343","-1034","-2285","-9219","-12284","-8218","-14847","-14576","-13253","0","0","0","0","0","0","0","","","","","","","","","","","","",
"대전광역시","전북특별자치도","이동자수[명]","명","3543","3377","3238","3483","3703","3816","3424","3358","3627","3552","3766","4116","3761","3952","4478","4300","4758","4642","5258","4677","4768","4818","6066","4572","6687","4776","5438","4780","4312","4306","4220","3471","3606","3459","3713","3788","3420","0","0","0","0","0","0","0","","","","","","","","","","","","",
"대전광역시","전북특별자치도","순이동자수[명]","명","-988","-967","-878","-812","-516","-646","-1031","-1276","-977","-751","-630","-456","-748","-836","-693","-514","-229","-623","-432","-1325","-1604","-2934","-1283","-3162","-12","-1651","-476","-338","-1372","-1502","-1629","-2290","-2602","-2210","-2775","-2585","-2613","0","0","0","0","0","0","0","","","","","","","","","","","","",
"대전광역시","전라남도","이동자수[명]","명","1399","1383","1314","1446","1682","1610","1719","1569","1603","1672","1798","1799","1755","1714","1929","1815","1884","1866","1930","1894","1952","1876","2124","1752","2160","2163","2310","2050","1838","1644","1549","1360","1281","1259","1272","1294","1183","0","0","0","0","0","0","0","","","","","","","","","","","","",
"대전광역시","전라남도","순이동자수[명]","명","-448","-356","-357","-324","-265","-367","-334","-458","-397","-333","-221","-227","-78","-395","-220","-162","-129","-95","-265","-536","-405","-722","-622","-927","-557","-622","-483","-42","-406","-583","-479","-799","-1179","-1074","-1640","-1320","-964","0","0","0","0","0","0","0","","","","","","","","","","","","",
"대전광역시","경상북도","이동자수[명]","명","2834","2708","2620","2554","2905","2680","2834","2599","2600","2767","2914","2851","2773","2841","3144","3190","3181","2965","3168","3440","3198","2782","3522","2929","2878","2869","3402","2758","2546","2600","2601","2274","2137","2297","2201","1986","1940","0","0","0","0","0","0","0","","","","","","","","","","","","",
"대전광역시","경상북도","순이동자수[명]","명","-873","-863","-747","-837","-887","-1159","-656","-912","-873","-776","-594","-568","-660","-800","-546","-284","-192","-448","-705","-498","-883","-1431","-948","-1234","-1152","-1080","-327","-443","-897","-647","-626","-896","-1547","-1110","-1702","-1630","-1183","0","0","0","0","0","0","0","","","","","","","","","","","","",
"대전광역시","경상남도","이동자수[명]","명","2151","1998","1901","1993","2031","1981","2046","2063","2004","2174","2420","2483","2389","2349","2532","2549","2635","2607","2884","2712","2572","2224","2337","2079","1950","2008","2255","2404","2382","2826","2552","2442","2301","2262","2868","2582","2439","0","0","0","0","0","0","0","","","","","","","","","","","","",
"대전광역시","경상남도","순이동자수[명]","명","-697","-655","-628","-663","-846","-823","-552","-657","-646","-614","-193","-94","-454","-474","-506","-404","-224","-290","-182","-181","-359","-777","-823","-770","-699","-841","-631","-280","-204","-669","-1449","-1339","-1799","-986","-409","-766","-631","0","0","0","0","0","0","0","","","","","","","","","","","","",
"대전광역시","제주특별자치도","이동자수[명]","명","645","721","727","880","860","836","844","816","835","884","967","739","685","540","482","452","488","423","526","510","512","525","482","501","517","464","475","398","405","393","337","257","284","261","259","275","192","0","0","0","0","0","0","0","","","","","","","","","","","","",
"대전광역시","제주특별자치도","순이동자수[명]","명","-184","-83","-52","142","87","117","121","127","147","253","364","169","205","78","43","-70","-10","-78","-15","-133","6","10","-72","19","60","-58","-29","36","-44","16","-44","-146","-101","-76","-4","34","-62","0","0","0","0","0","0","0","","","","","","","","","","","","",
"울산광역시","전국","이동자수[명]","명","119679","118186","122856","117283","143554","149696","152228","140576","147116","155812","170473","173229","157185","157427","163091","164671","164984","177756","181367","176800","170073","182735","189383","173788","164599","163474","181385","169728","182149","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"울산광역시","전국","순이동자수[명]","명","5474","4854","6215","9536","13674","13584","10172","12654","11917","7622","80","-2786","-2307","-4006","-1872","3525","5031","-3906","992","2411","392","-1764","-1872","-2625","-5988","-3216","1900","5568","-3838","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"울산광역시","서울특별시","이동자수[명]","명","5523","5536","5698","6239","6686","7062","6955","6849","6708","6750","6954","6458","6347","6799","6278","6484","6512","6262","6721","6722","6174","6364","6601","6568","6430","6129","6297","5666","5394","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"울산광역시","서울특별시","순이동자수[명]","명","1490","1640","2043","2655","2621","2977","3128","2763","2448","1648","1004","411","805","1108","1090","1742","1667","1205","1920","2066","1947","2112","2145","2483","2164","2024","1734","1253","849","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"울산광역시","부산광역시","이동자수[명]","명","9501","9293","8999","9378","10253","11595","9534","9667","10467","10246","11255","11090","10589","9511","9762","10242","11094","9784","10865","11135","10781","10873","11364","10790","10248","9863","11621","11556","10572","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"울산광역시","부산광역시","순이동자수[명]","명","660","522","686","1189","1141","2484","450","591","1044","231","-555","-1215","-1011","-1954","-2104","-864","114","-2849","-1453","-1474","-2201","-3301","-3137","-3074","-3710","-3717","-2067","-1555","-5539","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"울산광역시","대구광역시","이동자수[명]","명","3143","2864","2688","2946","2815","3242","2856","3056","3335","3216","3189","3275","3282","3054","2874","3150","3003","2853","3018","3175","3129","3121","3157","3171","2767","3092","3387","3617","3156","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"울산광역시","대구광역시","순이동자수[명]","명","124","38","-102","384","86","301","26","455","731","-50","-486","-560","-551","-790","-712","-401","-737","-1430","-1005","-954","-1082","-980","-897","-403","-1068","-373","-89","278","-918","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"울산광역시","인천광역시","이동자수[명]","명","1158","1018","1033","1056","1015","1053","1199","1095","1033","1135","1249","1085","1054","1045","968","989","1000","1024","1023","1074","1102","1116","1143","1177","996","1094","1172","1008","1105","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"울산광역시","인천광역시","순이동자수[명]","명","198","183","279","309","175","260","442","317","71","55","-110","2","-235","-71","-113","40","11","-39","-39","90","174","242","110","162","-16","79","118","177","80","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"울산광역시","광주광역시","이동자수[명]","명","328","246","261","275","352","372","308","409","392","416","482","406","379","377","330","405","432","388","352","415","388","349","371","434","374","463","568","527","433","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"울산광역시","광주광역시","순이동자수[명]","명","-53","-148","-61","-63","95","17","-47","67","70","18","-56","-112","-69","-265","-98","-32","8","-107","-119","-88","-38","-57","-153","-63","-26","-8","190","203","68","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"울산광역시","대전광역시","이동자수[명]","명","903","862","846","819","843","865","797","844","907","984","890","839","779","863","855","929","817","729","812","880","846","873","990","934","801","952","1028","968","937","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"울산광역시","대전광역시","순이동자수[명]","명","145","178","244","288","242","165","156","249","286","322","-49","-70","-43","-89","127","184","137","-182","-18","156","131","137","195","270","51","187","302","252","57","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
