"행정구역(시군구)별","항목","단위","2026.02 월","2026.01 월","2025.12 월","2025.11 월","2025.10 월","2025.09 월","2025.08 월","2025.07 월","2025.06 월","2025.05 월","2025.04 월","2025.03 월","2025.02 월","2025.01 월","2024.12 월","2024.11 월","2024.10 월","2024.09 월","2024.08 월","2024.07 월","2024.06 월","2024.05 월","2024.04 월","2024.03 월","2024.02 월","2024.01 월","2023.12 월","2023.11 월","2023.10 월","2023.09 월","2023.08 월","2023.07 월","2023.06 월","2023.05 월","2023.04 월","2023.03 월","2023.02 월","2023.01 월","2022.12 월","2022.11 월","2022.10 월","2022.09 월","2022.08 월","2022.07 월","2022.06 월","2022.05 월","2022.04 월","2022.03 월","2022.02 월","2022.01 월","2021.12 월","2021.11 월","2021.10 월","2021.09 월","2021.08 월","2021.07 월","2021.06 월","2021.05 월","2021.04 월","2021.03 월","2021.02 월","2021.01 월","2020.12 월","2020.11 월","2020.10 월","2020.09 월","2020.08 월","2020.07 월","2020.06 월","2020.05 월","2020.04 월","2020.03 월","2020.02 월","2020.01 월","2019.12 월","2019.11 월","2019.10 월","2019.09 월","2019.08 월","2019.07 월","2019.06 월","2019.05 월","2019.04 월","2019.03 월","2019.02 월","2019.01 월","2018.12 월","2018.11 월","2018.10 월","2018.09 월","2018.08 월","2018.07 월","2018.06 월","2018.05 월","2018.04 월","2018.03 월","2018.02 월","2018.01 월","2017.12 월","2017.11 월","2017.10 월","2017.09 월","2017.08 월","2017.07 월","2017.06 월","2017.05 월","2017.04 월","2017.03 월","2017.02 월","2017.01 월","2016.12 월","2016.11 월","2016.10 월","2016.09 월","2016.08 월","2016.07 월","2016.06 월","2016.05 월","2016.04 월","2016.03 월","2016.02 월","2016.01 월","2015.12 월","2015.11 월","2015.10 월","2015.09 월","2015.08 월","2015.07 월","2015.06 월","2015.05 월","2015.04 월","2015.03 월","2015.02 월","2015.01 월","2014.12 월","2014.11 월","2014.10 월","2014.09 월","2014.08 월","2014.07 월","2014.06 월","2014.05 월","2014.04 월","2014.03 월","2014.02 월","2014.01 월","2013.12 월","2013.11 월","2013.10 월","2013.09 월","2013.08 월","2013.07 월","2013.06 월","2013.05 월","2013.04 월","2013.03 월","2013.02 월","2013.01 월","2012.12 월","2012.11 월","2012.10 월","2012.09 월","2012.08 월","2012.07 월","2012.06 월","2012.05 월","2012.04 월","2012.03 월","2012.02 월","2012.01 월","2011.12 월","2011.11 월","2011.10 월","2011.09 월","2011.08 월","2011.07 월","2011.06 월","2011.05 월","2011.04 월","2011.03 월","2011.02 월","2011.01 월",
"대구광역시","세대수[세대]","세대","1115161","1113217","1112508","1111762","1111480","1111207","1110321","1109489","1108762","1108216","1107916","1107511","1107127","1104490","1104130","1103350","1103045","1102902","1101929","1101110","1100317","1099465","1098201","1097169","1095812","1094529","1094148","1093499","1092922","1092536","1091990","1091073","1076379","1075529","1074370","1073400","1072255","1071182","1070873","1070839","1070874","1070482","1072018","1071366","1070705","1070212","1069411","1068557","1065477","1064438","1063893","1063241","1062993","1062536","1061159","1060394","1059826","1061872","1061829","1060866","1059963","1058117","1056627","1054637","1053168","1052646","1050852","1048735","1046585","1044412","1041932","1037956","1033349","1032478","1031251","1030190","1029583","1028806","1028022","1027763","1027230","1026813","1025515","1024813","1023970","1022727","1021266","1019972","1019055","1017785","1016552","1015395","1014303","1013144","1012012","1010995","1009865","1008158","1006753","1005244","1004083","1003058","1002305","1001312","1000396","999571","998756","998249","997275","995376","994220","993116","992240","991084","989966","988639","987531","986568","985801","985155","984228","983114","982360","981816","981517","980589","979556","978719","977714","976576","975002","974079","973010","971407","970618","969415","968167","966291","966249","965763","965153","964444","964238","963633","962186","960941","960265","959457","958738","957448","956366","955615","954909","954131","952603","951239","950116","949135","948652","948321","947745","947187","946764","945747","945175","944380","943826","943293","942909","941488","940770","940328","939807","939045","938200","937457","936991","936704","936270","935956","935938","935007",
"중구","세대수[세대]","세대","50531","50459","50357","50256","50249","50169","50104","49997","49716","49474","49423","49373","49296","48972","48786","48345","47940","47578","47259","46963","46666","46352","45964","45765","45516","45209","44871","44439","44197","43916","43650","43214","42582","42468","42325","42037","41518","41163","40749","40554","40414","40186","40349","40398","40377","40289","39913","38989","38485","38415","38370","38328","38354","38164","38189","38274","38368","38635","38699","38816","39055","39096","39111","39102","39131","39202","39154","39052","38954","38840","38767","38617","38412","38390","38418","38410","38398","38353","38336","38334","38313","38370","38479","38610","38650","38639","38619","38605","38514","38261","37960","37902","37887","37900","37901","37941","38017","37951","37856","37698","37498","37581","37654","37694","37749","37819","37875","37909","37952","37977","37987","38018","38117","38180","38209","38319","38408","38480","38495","38482","38466","38421","38294","38122","38118","38060","38104","38150","38102","37955","37606","37311","37294","37249","37220","37129","37083","36959","36849","36633","36477","36210","35892","35851","35808","35757","35780","35783","35790","35747","35763","35777","35719","35637","35361","35249","35221","35176","35175","35181","35187","35243","35236","35234","35224","35243","35284","35330","35397","35393","35371","35419","35435","35426","35413","35421","35432","35471","35515","35596","35614","35568",
"동구","세대수[세대]","세대","165757","165728","165581","165472","165434","165494","165536","165453","165418","165337","165276","165212","165112","164871","164806","164776","164867","164950","164783","164495","164334","163943","163393","162995","162923","162840","162691","162554","162298","162098","161740","161108","160720","160454","159865","159627","159365","159368","159422","159565","159551","159413","159541","159585","159570","159446","159221","159077","159020","158708","158423","158045","157655","157218","157069","156966","156866","157398","157572","157330","156467","156051","155865","155601","155385","155403","155175","154701","154372","154024","153829","153298","152565","152635","152545","152484","152444","152443","152299","152414","152543","152669","152689","152685","152636","152622","152370","152083","152012","151788","151636","151482","151201","150850","150389","149920","149439","149009","148719","148473","148454","148415","148395","148280","148083","148011","147878","147879","147837","147439","147154","146781","146604","146397","146222","145937","145813","145754","145609","145473","145049","144701","144403","144347","144355","144284","144095","143873","143591","143342","143071","142815","142436","142149","141918","141635","141406","141021","140829","140667","140731","140643","140670","140533","140110","139472","138851","138711","138500","138135","137760","137400","137126","136929","136805","136639","136579","136529","136479","136436","136159","135989","136006","135889","135821","135657","135511","135447","135446","135167","135187","135192","135159","134957","134896","134732","134565","134340","134025","133558","133410","133022",
"서구","세대수[세대]","세대","85343","85251","85176","84973","84802","84432","83848","83687","83700","83785","83855","83969","84099","84179","84268","84393","84448","84290","83813","83913","84068","84125","84251","84361","84366","84189","83949","83483","82606","82020","81679","81747","81819","81623","81175","80886","80960","81019","81116","81246","81411","81517","81854","81856","81622","81656","81771","82008","82132","82231","82301","82516","82669","82789","82935","82983","83089","83584","83568","83610","83630","83536","83437","83313","83310","83355","83412","83326","83194","83134","83078","82758","82650","82666","82733","82826","82988","83133","83369","83672","84027","84352","84641","84853","84974","85102","85142","85179","85334","85541","85737","85990","86124","86165","86293","86384","86552","86672","86738","86890","87125","87329","87594","87740","87789","87863","87987","88114","88226","88320","88468","88522","88655","88761","88810","88984","89110","89275","89419","89552","89776","89859","89896","90026","90130","90066","89999","89972","89987","90082","90114","90245","90367","90373","90413","90437","90469","90530","90612","90714","90798","90766","90839","90794","90805","90780","90793","90799","90846","90877","90906","90968","91007","91153","91179","91162","91048","91130","91162","91253","91221","91224","91269","91242","91264","91229","91259","91220","91346","91403","91355","91286","91270","91220","91204","91215","91204","91117","91142","91095","91010","91075",
"남구","세대수[세대]","세대","76710","76044","75515","75479","75433","75546","75615","75641","75650","75609","75653","75672","75632","75367","75203","74884","74794","75003","75101","75213","75300","75333","75443","75669","75685","75729","75887","76051","76207","76333","76349","76471","76592","76714","76715","76613","76575","76438","76401","76455","76458","76326","76424","76317","76153","76179","76195","76375","76102","76108","76256","76384","76518","76607","76531","76583","76594","77226","77118","76901","76836","76702","76582","76392","76178","76249","76250","76102","75989","75887","75633","75302","74901","74727","74588","74489","74379","74299","74185","74153","74198","74241","74181","74179","74162","74143","74134","74088","74095","74133","74152","74034","73934","73845","73769","73695","73611","73486","73442","73476","73643","73725","73795","73813","73802","73750","73771","73811","73881","73813","73979","74050","74123","74086","74183","74309","74407","74434","74590","74786","74905","74890","74949","75041","75103","75118","75101","75067","75003","74985","75000","75059","75136","75040","75028","75032","75003","74980","74996","75063","75089","75094","75084","75112","74958","74952","75038","75060","75160","75172","75157","75185","75242","75264","75333","75322","75130","75070","75085","75091","75101","75036","74982","74913","74860","74784","74753","74664","74640","74634","74508","74472","74476","74408","74417","74339","74338","74316","74329","74430","74535","74541",
"북구","세대수[세대]","세대","193088","192627","192994","193019","193046","193019","192758","192532","192482","192392","192246","192204","192207","191556","191797","191941","192000","192154","192178","192068","191989","191764","191340","191094","190852","190928","191349","191653","192066","192326","192586","192659","192580","192245","192193","192368","192326","192331","192697","192785","192692","192708","192947","192883","193026","193185","193046","193063","191571","191251","190956","190304","189829","189803","189208","188937","188730","188832","188800","188447","188089","187741","187494","186989","186612","186144","185222","184593","183825","182971","182025","181195","180295","180198","180115","179984","179943","179808","179606","179311","178953","178415","177585","177441","177340","177238","177162","177030","176814","176472","176129","175830","175780","175749","175692","175573","175301","174968","174617","174238","173670","172928","172592","172420","172212","172001","171911","171853","171667","171412","171181","171324","171369","171270","171107","170939","170766","170007","169559","169475","169487","169540","169568","169494","169453","169370","169230","169015","168793","168469","168287","168206","167993","167899","167760","167565","167189","166515","166496","166353","166051","165905","165855","165636","165104","164901","165041","164943","164848","164666","164634","164733","164806","164909","164794","164634","164376","164254","164222","164311","164278","164296","164309","164247","164226","164127","164118","163993","163602","163115","163032","163019","163037","162989","162775","162602","162494","162500","162495","162584","162576","162464",
"수성구","세대수[세대]","세대","177219","176954","176766","176545","176484","176458","176301","176147","176034","175934","175818","175663","175512","174897","174674","174536","174436","174262","174048","173900","173764","173752","173616","173419","173144","172450","171939","171619","171334","171306","171331","171298","171299","171335","171471","171509","171571","171479","171480","171546","171782","171895","172244","172297","172281","172201","171998","171789","171549","171288","171239","171298","171473","171605","171489","171224","171025","171310","171479","171462","171457","171145","170870","170609","170400","170239","170106","169826","169580","169335","169075","168568","167699","167410","167040","166806","166787","166685","166615","166640","166623","166654","166460","166309","166243","166027","165843","165670","165552","165504","165487","165371","165253","165108","165102","165120","165200","164965","164900","164819","164875","165069","165250","165267","165282","165323","165348","165462","165622","165494","165392","165404","165347","165366","165334","165400","165491","165575","165612","165782","165913","165849","165786","165725","165617","165310","165013","164884","164989","164972","164917","165095","165296","165217","165197","165123","165040","164744","165011","165034","164986","164896","164930","164914","164916","164711","164518","164223","163902","163588","163390","163179","163062","163085","162913","162614","162493","162167","162023","161836","161835","161681","161677","161487","161409","161333","161304","161472","161611","161369","161277","161200","161137","161020","160855","160749","160677","160653","160657","160669","160890","160643",
"달서구","세대수[세대]","세대","239078","238685","238647","238628","238758","238800","238829","238711","238540","238440","238412","238239","238129","237488","237415","237436","237456","237522","237490","237204","236806","236719","236632","236211","235622","235455","235685","235997","236483","236717","236834","236819","236791","236794","236971","236967","236709","236185","235883","235564","235591","235612","235828","235359","235090","234979","235134","235374","235076","234907","234950","235032","235328","235505","235425","235545","235588","235532","235435","235439","235649","235490","235303","235224","235189","235384","235153","235148","234982","234797","234454","233631","232658","232360","231978","231678","231489","231234","230991","230817","230436","230114","229681","229152","228746","228256","227966","227694","227348","226975","226593","226216","225831","225459","225174","225034","224835","224633","224583","224509","224874","225218","225402","225670","225632","225652","225672","225698","225739","225641","225643","225645","225803","225620","225443","225101","224768","224787","225019","225321","225619","225894","225889","226029","226112","226112","226020","225978","225780","225707","225602","225555","225196","224345","224083","223695","223227","222893","222885","222805","222628","222594","222677","222595","222424","222409","222326","222105","221950","221657","221277","221005","220595","219860","218973","218546","218251","217921","217731","217484","217313","217132","216852","216485","216218","215981","215743","215739","215741","215428","215189","215092","214966","214807","214464","214237","214159","214202","214063","214073","214053","213831",
"달성군","세대수[세대]","세대","113910","113952","113978","113949","113848","113853","113898","113879","113784","113819","113809","113761","113746","113775","113777","113647","113678","113684","113795","113872","113883","113962","114041","114126","114161","114163","114189","114097","114105","114169","114159","114071","113996","113896","113655","113393","113231","113199","113125","113124","112975","112825","112831","112671","112586","112277","112133","111882","111542","111530","111398","111334","111167","110845","110313","109882","109566","109355","109158","108861","108780","108356","107965","107407","106963","106670","106380","105987","105689","105424","105071","104587","104169","104092","103834","103513","103155","102851","102621","102422","102137","101998","101799","101584","101219","100700","100030","99623","99386","99111","98858","98570","98293","98068","97692","97328","96910","96474","95898","95141","93944","92793","91623","90428","89847","89152","88314","87523","86351","85280","84416","83372","82222","81404","80658","79650","78768","78256","77498","76284","75013","73960","73575","73032","72629","72269","71994","71780","71469","71064","70405","69793","69292","69135","68999","68799","68750","68649","68571","68494","68393","68336","68291","68198","68061","67959","67918","67833","67742","67606","67479","67368","67352","67294","67245","67073","67018","66888","66775","66729","66651","66586","66433","66250","66153","66026","65854","65428","65126","64979","64851","64648","64327","64218","64176","64162","64122","64105","64044","63951","63850","63863",
"군위군","세대수[세대]","세대","13525","13517","13494","13441","13426","13436","13432","13442","13438","13426","13424","13418","13394","13385","13404","13392","13426","13459","13462","13482","13507","13515","13521","13529","13543","13566","13588","13606","13626","13651","13662","13686","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"인천광역시","세대수[세대]","세대","1404284","1401983","1400788","1399411","1398222","1396627","1393210","1391254","1389855","1387911","1385644","1383536","1380110","1375788","1373827","1372151","1371450","1370309","1368072","1366579","1364650","1363146","1361550","1359114","1355494","1352622","1350912","1347984","1345719","1344029","1341807","1339361","1336603","1335225","1333148","1330898","1326947","1324140","1322632","1321231","1320238","1318437","1319683","1317046","1313975","1311588","1308777","1306725","1303227","1300292","1298647","1296517","1294158","1290829","1286458","1283524","1280291","1277842","1275194","1272361","1273377","1270669","1267956","1264300","1261590","1259167","1256383","1253957","1251818","1249739","1246255","1243983","1242107","1239915","1238641","1236770","1234799","1232450","1230253","1228176","1226531","1225024","1222515","1220608","1218462","1216126","1213201","1210643","1208430","1205783","1204048","1202183","1200814","1199382","1197713","1195636","1193780","1191418","1188917","1186930","1185385","1183886","1182564","1181162","1179716","1178143","1176610","1175439","1174178","1172392","1171399","1170416","1169208","1167574","1166089","1164597","1162725","1161005","1159109","1157568","1156103","1154780","1154004","1152662","1151528","1149918","1148532","1146895","1145232","1143404","1141851","1140542","1138893","1137515","1136280","1135047","1133548","1131694","1130171","1129205","1127861","1126619","1125002","1123401","1122115","1119942","1118988","1117478","1115516","1113335","1111667","1110028","1108281","1106340","1104798","1102546","1100751","1098867","1097491","1095983","1094054","1092022","1090342","1088559","1086762","1085300","1083488","1081754","1080401","1078500","1077563","1076471","1074318","1071976","1070305","1068484","1067133","1065565","1064368","1063075","1062076","1060116",
"중구","세대수[세대]","세대","89424","89174","88888","88540","88261","87966","87578","87313","87045","86741","86428","86142","85590","84410","83800","83444","83154","82994","82772","82631","82304","81811","81548","81243","80770","79803","79520","79155","78924","78508","78276","78165","77965","77663","77145","76484","76378","76141","75960","75682","75294","74838","74300","73918","73401","72990","72548","72111","71696","71282","71061","70748","70478","70171","69724","69295","68940","68763","68527","68322","68623","68487","68379","68246","68014","67883","67749","67572","67377","67178","66783","66431","65934","65464","65002","64524","63994","63292","62877","62485","62006","61505","60672","60109","59311","58477","57887","57472","56975","56510","56208","55952","55746","55587","55281","55119","54940","54740","54525","54322","54082","53904","53601","53385","53212","52924","52769","52686","52521","52327","52218","52095","51984","51863","51780","51689","51669","51536","51444","51397","51335","51285","51240","51229","51205","51185","51173","51095","50950","50764","50635","50413","50255","50029","49874","49723","49577","49485","49290","49120","48964","48893","48787","48585","48427","48144","47949","47854","47618","47331","47134","46823","46589","46231","45921","45482","45087","44676","44368","43915","43317","42910","42675","42386","42372","42380","42401","42380","42332","42296","42288","42290","42219","42227","42202","42166","42131","42176","42166","42116","42148","42072",
"중구영종출장소","세대수[세대]","세대","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"중구용유출장소","세대수[세대]","세대","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"동구","세대수[세대]","세대","27576","27228","27216","27255","27304","27338","27393","27459","27503","27523","27562","27639","27701","27750","27792","27826","27836","27880","27890","27886","27910","27944","27969","27990","28021","28058","28091","28123","28174","28238","28219","28220","28196","28118","27970","27877","27815","27757","27618","27524","27428","27359","27528","27572","27648","27783","27989","28254","28448","28572","28681","28772","28876","28973","29007","28930","28420","28393","28398","28383","28854","28838","28777","28735","28702","28726","28694","28694","28717","28738","28723","28724","28746","28748","28739","28709","28666","28627","28606","28619","28617","28634","28674","28741","28802","28875","28952","29006","29104","29140","29157","29153","29191","29266","29385","29505","29636","29770","29870","29918","29945","29939","29981","30025","30033","30033","30026","30016","30054","30059","30081","30119","30110","30067","30087","30143","30226","30205","30240","30273","30303","30327","30371","30354","30453","30481","30534","30611","30640","30677","30728","30751","30750","30761","30776","30793","30806","30794","30753","30757","30735","30774","30841","30877","30880","30935","30966","31012","31059","31105","31122","31123","31154","31174","31215","31250","31307","31375","31423","31499","31590","31664","31744","31872","31955","31980","32023","32028","32116","32162","32208","32260","32325","32399","32449","32540","32567","32629","32634","32605","32583","32538",
"남구","세대수[세대]","세대","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","183509","183510","183440","183045","182543","182052","182292","182286","182162","181812","181552","181162","180894","180462","179995","179714","179320","178827","178444","178080","177441","176849","176134","175024","173527","172989","172662","172441","172163","171932","171888","171833","171795","171708","171751","171689","171796","171758","171540","171555","171562","171481","171507","171596","171645","171622","171464","171549","171463","171371","171400","171420","171360","171234","171342","171422","171497","171468","171430","171447","171458","171406","171461","171451","171278","171190","171293","171611","171841","171872","172002","172105","172127","172212","172207","172123","172082","171824","171868","171952","171967","171981","172161","172198","172338","172641","172882","173065","173385","173398",
"미추홀구","세대수[세대]","세대","205318","205141","205242","205334","205484","205521","205294","204961","204477","204164","203666","203313","202360","201203","201075","201234","201038","200463","199511","199193","198835","198511","198109","197663","197268","196899","196607","196079","196239","196206","196193","195811","195189","195194","195178","195013","194606","194564","194841","195153","195400","195391","195955","195308","195162","194998","194542","194357","194065","193778","193561","193113","192769","192332","191537","190636","190300","189754","189331","189013","189349","188840","188277","187034","186771","186815","186683","186624","186368","185953","185355","184936","184796","184881","184872","184890","184982","185085","185178","185206","185261","185172","185029","185049","184924","184821","184275","183866","183837","183785","183634","183418","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"연수구","세대수[세대]","세대","168766","168623","168688","168733","168508","168172","167283","166797","166626","166367","165977","165292","164215","163884","163940","164038","163910","163640","162904","162380","161797","161631","161456","161090","160078","159854","159905","159777","159414","158949","158542","158575","158561","158409","158147","157800","156287","155845","156047","156282","156362","156301","156230","156288","156489","156685","156787","156689","155844","155932","155984","155950","155914","155816","155528","155510","155462","155402","155069","154672","153591","152940","152266","151312","150030","148531","146942","145196","144316","143922","143327","142919","142233","141198","140700","140058","139442","138163","136803","135287","134352","133685","132861","132242","131716","130871","129806","128681","127765","126903","126670","126408","126219","126110","125918","125748","125452","124894","123913","123209","122856","122825","122780","122646","122566","122386","122223","121998","121461","120807","120580","120346","120104","119568","118901","118738","118526","118041","117453","116962","116674","116213","115920","115340","114671","114030","113482","112936","112832","112812","112733","112610","112515","112276","112015","111858","111513","111043","110732","110621","110379","110112","109811","109309","109047","108371","107906","107391","106742","106391","106268","106162","106097","105964","105786","105577","105387","105017","104748","104394","104130","103812","103626","103544","103398","103255","103221","103240","103235","103024","102953","102831","102552","102326","101923","101558","101264","101045","100855","100613","100446","100104",
"남동구","세대수[세대]","세대","225969","225646","225320","225107","225109","225200","225157","225049","225044","224957","224992","224969","224910","224930","224816","224700","224722","224756","224733","224498","224306","224337","224315","224419","224332","224237","224268","224365","224875","225302","225493","225845","226224","226249","226289","226387","226328","226589","226763","226903","227114","227139","227612","228195","228231","228517","228876","228854","228723","228599","228442","228131","227888","227628","227340","227202","226911","226567","226346","225916","226114","225780","225394","225146","224979","224685","224411","224230","224095","223770","223144","222776","222280","221701","221455","221099","220809","220791","220641","220602","220598","220551","220251","219694","219235","219098","218945","218860","218581","218297","217979","217621","217175","216759","216380","215848","215356","214841","214280","213794","213469","213011","212618","212023","211303","211079","210863","210575","210307","210084","209885","209750","209710","209500","209383","209320","209376","209400","209156","208870","208543","208403","208231","207941","207606","207305","206821","205941","204594","203184","202506","201764","200680","200304","199768","199249","198759","198316","197951","197566","197454","197109","196337","195693","195396","195023","194917","194662","194452","194189","193973","193662","193359","193095","192826","192522","192249","192186","192030","191969","191760","191718","191485","191182","190440","190048","189607","188925","188530","188284","188124","187901","187537","187055","186631","185961","185209","183892","182977","182341","181621","180642",
"부평구","세대수[세대]","세대","226538","226360","226292","226262","226342","226455","226457","226497","226491","226389","226251","226088","225955","225553","224988","224321","224464","224650","224672","224635","224613","224509","224470","224412","224353","224024","223271","221574","220034","220016","220018","219946","219959","219732","219660","219569","219116","218449","217924","217825","217859","217634","218240","217299","216391","215100","213620","213637","213598","213484","213372","213286","213289","213128","212846","212758","212435","212042","211464","211070","211995","211686","211305","210966","210950","210914","210917","211037","211043","211152","211079","211176","211480","211691","211851","211902","212054","212189","212196","212356","212403","212516","212614","212784","212848","212887","212906","212946","213123","213146","213166","213270","213387","213602","213807","213989","214345","214725","215192","215392","215617","215827","215878","216291","216618","216653","216575","216390","216448","216451","216492","216684","217033","217460","217648","217833","217825","217663","217554","217522","217465","217312","217217","217115","217236","217201","217262","217100","217046","217040","216806","216662","216590","216458","216336","216237","216035","215641","215507","215322","214828","214674","214563","214608","214489","214284","214173","214129","214120","213999","213780","213621","213544","213387","213380","213223","213201","213106","213125","213152","213179","213075","212911","212763","212799","212739","212758","212895","212889","212943","212946","212863","212775","212865","212873","212940","213088","213443","213711","213875","214106","214325",
"계양구","세대수[세대]","세대","128795","128664","128575","128489","128423","128221","127816","127649","127602","127613","127600","127583","127590","127621","127670","127664","127689","127698","127642","127493","127348","127102","126806","126187","125606","125549","125640","125795","126053","126218","126352","126447","126665","126728","126685","126758","126891","127056","127201","127352","127534","127618","128134","128172","128181","128214","128079","128073","128063","128068","127984","127761","127170","126668","126666","126611","126314","126118","125874","125430","125072","124514","124421","124182","123830","123654","123546","123581","123546","123447","123242","123183","123177","123200","123283","123293","123315","123301","123311","123364","123451","123528","123580","123785","123995","124182","124281","124326","124336","124352","124337","124349","124458","124597","124763","124930","125290","125660","125936","126112","126225","126283","126326","126290","126207","126261","126319","126439","126680","126840","126963","127015","126960","126854","126866","126906","127021","127099","126977","127021","126940","126982","127063","127133","127267","127398","127539","127670","127772","127877","127920","127956","127964","128048","128138","128226","128365","128491","128600","128695","128819","128851","128807","128847","128822","128794","128889","128841","128808","128667","128554","128447","128251","128160","128084","127931","127784","127759","127706","127887","127957","127999","128057","128209","128204","128171","128028","128017","127925","127957","127929","128048","128056","128098","128133","128184","128258","128337","128413","128488","128657","128803",
"서구","세대수[세대]","세대","283480","282689","282102","281275","280429","279422","277946","277290","276849","275983","275014","274429","273777","272493","271798","271065","270858","270619","270396","270318","270043","269820","269384","268615","267563","266720","266168","265596","264468","263059","261144","258808","256292","255561","254490","253473","251983","250209","248741","246944","245695","244591","244140","242783","241083","239984","239146","237705","235870","233802","232834","232113","231257","229709","227473","226279","225337","224746","224252","223727","223792","223655","223229","222837","222526","222244","221848","221525","221000","220309","219578","218926","218546","218156","217887","217440","216715","216233","215933","215631","215327","214905","214322","213741","213255","212514","211847","211187","210443","209518","208847","208064","207263","206119","204937","203673","202418","200914","199152","198236","197527","196860","196504","196099","195759","195323","194933","194746","194499","194210","194008","193695","193295","192931","192814","192569","192324","191935","191594","191147","190738","190397","190119","189791","189414","188848","188238","188142","187991","187781","187532","187421","187222","186875","186599","186169","185669","185114","184680","184421","184157","183751","183434","183086","182743","182338","182028","181385","180594","179657","178957","178342","177545","176722","176021","175149","174525","173692","172946","171764","170542","169290","168278","167062","166176","165306","164183","163135","162248","161043","160340","159379","158045","156258","155247","154327","153754","152957","152317","151583","150749","149954",
"서구검단출장소","세대수[세대]","세대","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"강화군","세대수[세대]","세대","36179","36171","36130","36096","36041","36025","35983","35937","35904","35850","35810","35778","35728","35643","35588","35507","35393","35191","35114","35083","35054","35074","35044","35039","35035","35025","35005","35049","35067","35072","35100","35066","35104","35127","35142","35113","35104","35105","35114","35126","35119","35147","35178","35170","35124","35058","34952","34881","34825","34713","34667","34533","34433","34374","34305","34252","34180","34095","33984","33880","34029","33972","33915","33845","33814","33796","33693","33618","33558","33483","33322","33235","33220","33194","33163","33120","33091","33060","33034","32975","32896","32855","32792","32745","32665","32603","32556","32522","32485","32351","32285","32202","32127","32079","32013","31977","31941","31924","31869","31765","31674","31607","31530","31443","31371","31316","31251","31227","31206","31126","31106","31044","31006","30946","30931","30902","30831","30786","30719","30684","30681","30684","30703","30671","30625","30542","30521","30496","30439","30354","30311","30269","30225","30193","30184","30117","30113","30098","30102","30081","30019","29998","29921","29858","29798","29715","29713","29674","29602","29532","29476","29460","29441","29382","29357","29348","29323","29303","29308","29316","29302","29289","29285","29262","29242","29197","29166","29179","29165","29101","29071","29098","29085","29065","29052","29050","29057","29024","29030","29056","29053","29021",
