"행정구역(시군구)별","항목","단위","2025.4/4","2025.3/4","2025.2/4","2025.1/4","2024.4/4","2024.3/4","2024.2/4","2024.1/4","2023.4/4","2023.3/4","2023.2/4","2023.1/4","2022.4/4","2022.3/4","2022.2/4","2022.1/4","2021.4/4","2021.3/4","2021.2/4","2021.1/4","2020.4/4","2020.3/4","2020.2/4","2020.1/4","2019.4/4","2019.3/4","2019.2/4","2019.1/4","2018.4/4","2018.3/4","2018.2/4","2018.1/4","2017.4/4","2017.3/4","2017.2/4","2017.1/4","2016.4/4","2016.3/4","2016.2/4","2016.1/4","2015.4/4","2015.3/4","2015.2/4","2015.1/4","2014.4/4","2014.3/4","2014.2/4","2014.1/4","2013.4/4","2013.3/4","2013.2/4","2013.1/4","2012.4/4","2012.3/4","2012.2/4","2012.1/4","2011.4/4","2011.3/4","2011.2/4","2011.1/4","2010.4/4","2010.3/4","2010.2/4","2010.1/4","2009.4/4","2009.3/4","2009.2/4","2009.1/4","2008.4/4","2008.3/4","2008.2/4","2008.1/4","2007.4/4","2007.3/4","2007.2/4","2007.1/4","2006.4/4","2006.3/4","2006.2/4","2006.1/4","2005.4/4","2005.3/4","2005.2/4","2005.1/4","2004.4/4","2004.3/4","2004.2/4","2004.1/4","2003.4/4","2003.3/4","2003.2/4","2003.1/4","2002.4/4","2002.3/4","2002.2/4","2002.1/4","2001.4/4","2001.3/4","2001.2/4","2001.1/4","2000.4/4","2000.3/4","2000.2/4","2000.1/4","1999.4/4","1999.3/4","1999.2/4","1999.1/4","1998.4/4","1998.3/4","1998.2/4","1998.1/4","1997.4/4","1997.3/4","1997.2/4","1997.1/4","1996.4/4","1996.3/4","1996.2/4","1996.1/4","1995.4/4","1995.3/4","1995.2/4","1995.1/4","1994.4/4","1994.3/4","1994.2/4","1994.1/4","1993.4/4","1993.3/4","1993.2/4","1993.1/4","1992.4/4","1992.3/4","1992.2/4","1992.1/4","1991.4/4","1991.3/4","1991.2/4","1991.1/4","1990.4/4","1990.3/4","1990.2/4","1990.1/4","1989.4/4","1989.3/4","1989.2/4","1989.1/4","1988.4/4","1988.3/4","1988.2/4","1988.1/4","1987.4/4","1987.3/4","1987.2/4","1987.1/4","1986.4/4","1986.3/4","1986.2/4","1986.1/4","1985.4/4","1985.3/4","1985.2/4","1985.1/4","1984.4/4","1984.3/4","1984.2/4","1984.1/4","1983.4/4","1983.3/4","1983.2/4","1983.1/4","1982.4/4","1982.3/4","1982.2/4","1982.1/4","1981.4/4","1981.3/4","1981.2/4","1981.1/4","1980.4/4","1980.3/4","1980.2/4","1980.1/4","1979.4/4","1979.3/4","1979.2/4","1979.1/4","1978.4/4","1978.3/4","1978.2/4","1978.1/4","1977.4/4","1977.3/4","1977.2/4","1977.1/4","1976.4/4","1976.3/4","1976.2/4","1976.1/4","1975.4/4","1975.3/4","1975.2/4","1975.1/4","1974.4/4","1974.3/4","1974.2/4","1974.1/4","1973.4/4","1973.3/4","1973.2/4","1973.1/4","1972.4/4","1972.3/4","1972.2/4","1972.1/4","1971.4/4","1971.3/4","1971.2/4","1971.1/4","1970.4/4","1970.3/4","1970.2/4","1970.1/4",
"세종특별자치시","시도간전입[명]","명","6679","8190","6935","11544","8070","8668","7397","11811","7786","7324","7030","12107","8359","8064","8975","14839","12887","10702","9089","14197","15196","10222","8435","15036","13957","12657","10426","16977","12327","13234","13987","18435","13718","13870","16249","14991","12253","10015","10701","17537","16993","16215","13680","23116","21576","10220","6320","7955","6582","3474","3610","6034","7813","9656","3304","7307","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"세종특별자치시","시도간전출[명]","명","7256","8533","6900","10706","7155","7487","7232","11264","7422","7753","6844","10538","7091","6614","6474","9930","7998","7751","7150","9891","7839","8108","8425","11492","7803","7145","6194","9151","6959","6113","5497","7981","5603","6164","4926","7445","5908","4819","4450","5513","4579","3951","3831","4599","3742","2945","2612","3316","2762","2352","2615","3275","2820","2462","2324","2981","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"경기도","총전입[명]","명","375575","423988","390009","439301","420514","419445","407927","478401","413304","403507","406872","457500","403341","391463","392447","458739","483521","492688","478487","581519","530538","533973","494105","593956","482197","475201","458626","524938","532036","467057","478660","563962","478345","483209","421495","505275","534773","487230","440730","495860","529082","474676","486999","502323","491511","438239","461052","500973","507173","422012","471851","494398","516822","430607","467709","529824","533128","477899","496343","555052","556660","482754","541317","588089","574994","533571","523164","543952","507249","521668","574848","591820","618204","498744","542593","647416","701582","536764","596355","624940","565726","521900","555649","554046","543288","464954","495397","575581","602838","529626","603832","568239","639499","549090","632803","628030","605357","539095","597100","514551","553158","431358","535883","521928","545347","468028","554579","511516","467397","406426","398614","434974","528664","420659","503365","498017","541105","393596","525709","444947","540251","415916","556801","439498","565283","381492","492238","368984","439438","395040","484625","392500","446253","323963","465639","328417","364595","330413","424667","352515","386869","363055","502472","357537","387034","290269","454360","315498","354313","296815","461119","338566","354737","335469","419880","278559","363363","279542","383412","271478","322412","255440","375350","258793","344953","236945","316520","247783","353233","259295","375324","265310","258661","214664","260125","238328","226675","177537","214935","187045","273904","284300","288761","238799","247862","224822","283323","228180","255495","222630","302274","205480","226764","203739","266957","182559","187434","166460","239427","176715","194668","485663","160029","166458","138442","169871","141047","129834","113132","132563","145800","150729","97974","90331","103063","126677","103757","114354","142536","172728","160249","98954","107345","85512",
"경기도","총전출[명]","명","365637","416970","379583","433713","405997","401366","389457","465249","403741","396680","392241","443909","387978","384036","381244","448850","459387","455922","445962","524427","495222","490330","449685","548962","455616","434228","423480","492972","489692","424076","438461","519392","441210","450513","402043","478396","496950","447830","412584","467612","498295","448757","465422","485838","483439","422334","443822","484784","491125","403386","453463","473329","490614","411104","448128","512363","512588","460388","481091","532556","521680","454469","504291","545943","535783","510929","508247","526569","482392","496095","545223","571278","582076","481278","514233","616270","656191","512808","563012","588997","517578","488918","513216","508758","490372","428641","456739","514593","546763","475867","548705","511157","559578","474209","551914","547939","542339","473106","528306","463405","489084","396268","492826","480123","492738","428232","513640","470726","428686","385770","371095","399372","470495","369321","451501","445640","471039","341745","451425","388479","438057","330212","458489","353194","453114","308510","407861","316435","371819","325108","397299","322879","373472","275096","404809","296024","319564","299375","366972","309217","335600","322102","400753","300967","323496","261894","402666","307921","333838","290858","422315","324960","311495","291134","357354","237210","286562","226044","308121","220771","256314","213409","293176","214902","271389","203222","259066","207301","285053","211619","283255","215926","206553","183087","208718","195584","191653","156946","187454","167226","239029","247254","252731","209302","205793","184816","216566","179096","202820","185559","253009","176173","198086","177763","221540","156175","158623","141600","193514","152205","162275","391873","131155","139955","116598","141502","119944","106553","93941","111946","117866","130673","87629","83645","95057","116614","86693","90413","101697","133295","110851","76080","84504","82100",
"경기도","순이동[명]","명","9938","7018","10426","5588","14517","18079","18470","13152","9563","6827","14631","13591","15363","7427","11203","9889","24134","36766","32525","57092","35316","43643","44420","44994","26581","40973","35146","31966","42344","42981","40199","44570","37135","32696","19452","26879","37823","39400","28146","28248","30787","25919","21577","16485","8072","15905","17230","16189","16048","18626","18388","21069","26208","19503","19581","17461","20540","17511","15252","22496","34980","28285","37026","42146","39211","22642","14917","17383","24857","25573","29625","20542","36128","17466","28360","31146","45391","23956","33343","35943","48148","32982","42433","45288","52916","36313","38658","60988","56075","53759","55127","57082","79921","74881","80889","80091","63018","65989","68794","51146","64074","35090","43057","41805","52609","39796","40939","40790","38711","20656","27519","35602","58169","51338","51864","52377","70066","51851","74284","56468","102194","85704","98312","86304","112169","72982","84377","52549","67619","69932","87326","69621","72781","48867","60830","32393","45031","31038","57695","43298","51269","40953","101719","56570","63538","28375","51694","7577","20475","5957","38804","13606","43242","44335","62526","41349","76801","53498","75291","50707","66098","42031","82174","43891","73564","33723","57454","40482","68180","47676","92069","49384","52108","31577","51407","42744","35022","20591","27481","19819","34875","37046","36030","29497","42069","40006","66757","49084","52675","37071","49265","29307","28678","25976","45417","26384","28811","24860","45913","24510","32393","93790","28874","26503","21844","28369","21103","23281","19191","20617","27934","20056","10345","6686","8006","10063","17064","23941","40839","39433","49398","22874","22841","3412",
"경기도","시도내이동-시군구내[명]","명","143248","155247","147898","149091","167397","162938","160433","169984","163831","158571","158024","162386","160410","152853","150122","164502","191670","187561","188849","211645","208413","211905","201229","220957","186578","183291","182681","191593","214356","178887","190501","204727","193128","195255","169201","182850","221097","200532","179189","184342","220350","198194","207874","189596","208077","178932","194249","187922","214558","172469","201051","179540","206395","170024","193957","195704","222133","190269","209984","210502","222944","183009","215330","212864","230405","214451","216042","200227","196368","201913","237634","224759","243383","196720","215938","243759","289326","219714","245425","239037","220498","201412","218360","199367","199860","171509","188064","203222","232508","200961","239813","198951","243713","201707","247337","226946","228062","194725","229007","180626","207217","161235","206085","186260","205618","171648","211137","176294","170084","149082","139441","146003","188963","139537","190799","164447","201867","132823","192775","146345","192939","138162","198541","137069","325218","210639","278774","194949","251951","216641","264254","199202","244671","171549","272287","177767","201274","191130","230412","186363","211791","197013","258590","175128","199391","148686","239435","154731","185461","150584","243244","163582","175913","170244","212026","123596","172406","137751","189933","122508","153680","125912","178906","115500","161093","116368","154242","109754","170743","125148","171308","125887","120940","99766","119851","106807","109418","82388","94520","77434","144605","145885","158071","118409","129439","116957","144047","105884","129590","118997","171501","109087","133514","115777","148301","94448","101474","85854","121179","87125","87317","238438","80698","86648","74402","94933","75194","64960","61105","73937","72046","77041","53085","50818","56838","75136","55289","57027","66225","84504","","","","",
"경기도","시도내이동-시군구간 전입[명]","명","111349","128778","117052","134398","122672","122547","118197","144510","121309","119481","120643","134828","114885","112498","113760","135115","138920","141544","135974","169653","150375","151943","133797","169442","140599","136399","128780","151787","147561","133612","131485","165373","130565","132045","112928","143215","142442","125619","113184","134696","139235","123970","126656","140389","129466","116459","119899","140068","133637","111327","123040","138873","138942","116039","122594","150910","144429","128684","129082","152723","152313","136252","147649","164908","156272","143658","140040","154770","139885","143025","148264","163103","165945","135543","143836","180780","185104","141534","159565","169320","145545","140282","147237","154459","146828","128736","132569","152649","152224","136528","156212","154355","166331","142398","161844","164095","159090","143764","153442","133238","142161","109626","136514","135058","142347","115209","132769","132024","119105","100273","102073","117193","138891","110384","116929","126499","126689","92349","116098","102541","115475","86852","117262","96514","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"경기도","시도내이동-시군구간 전출[명]","명","111349","128778","117052","134398","122672","122547","118197","144510","121309","119481","120643","134828","114885","112498","113760","135115","138920","141544","135974","169653","150375","151943","133797","169442","140599","136399","128780","151787","147561","133612","131485","165373","130565","132045","112928","143215","142442","125619","113184","134696","139235","123970","126656","140389","129466","116459","119899","140068","133637","111327","123040","138873","138942","116039","122594","150910","144429","128684","129082","152723","152313","136252","147649","164908","156272","143658","140040","154770","139885","143025","148264","163103","165945","135543","143836","180780","185104","141534","159565","169320","145545","140282","147237","154459","146828","128736","132569","152649","152224","136528","156212","154355","166331","142398","161844","164095","159090","143764","153442","133238","142161","109626","136514","135058","142347","115209","132769","132024","119105","100273","102073","117193","138891","110384","116929","126499","126689","92349","116098","102541","115475","86852","117262","96514","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"경기도","시도간전입[명]","명","120978","139963","125059","155812","130445","133960","129297","163907","128164","125455","128205","160286","128046","126112","128565","159122","152931","163583","153664","200221","171750","170125","159079","203557","155020","155511","147165","181558","170119","154558","156674","193862","154652","155909","139366","179210","171234","161079","148357","176822","169497","152512","152469","172338","153968","142848","146904","172983","158978","138216","147760","175985","171485","144544","151158","183210","166566","158946","157277","191827","181403","163493","178338","210317","188317","175462","167082","188955","170996","176730","188950","203958","208876","166481","182819","222877","227152","175516","191365","216583","199683","180206","190052","200220","196600","164709","174764","219710","218106","192137","207807","214933","229455","204985","223622","236989","218205","200606","214651","200687","203780","160497","193284","200610","197382","181171","210673","203198","178208","157071","157100","171778","200810","170738","195637","207071","212549","168424","216836","196061","231837","190902","240998","205915","240065","170853","213464","174035","187487","178399","220371","193298","201582","152414","193352","150650","163321","139283","194255","166152","175078","166042","243882","182409","187643","141583","214925","160767","168852","146231","217875","174984","178824","165225","207854","154963","190957","141791","193479","148970","168732","129528","196444","143293","183860","120577","162278","138029","182490","134147","204016","139423","137721","114898","140274","131521","117257","95149","120415","109611","129299","138415","130690","120390","118423","107865","139276","122296","125905","103633","130773","96393","93250","87962","118656","88111","85960","80606","118248","89590","107351","247225","79331","79810","64040","74938","65853","64874","52027","58626","73754","73688","44889","39513","46225","51541","48468","57327","76311","88224","","","","",
"경기도","시도간전출[명]","명","111040","132945","114633","150224","115928","115881","110827","150755","118601","118628","113574","146695","112683","118685","117362","149233","128797","126817","121139","143129","136434","126482","114659","158563","128439","114538","112019","149592","127775","111577","116475","149292","117517","123213","119914","152331","133411","121679","120211","148574","138710","126593","130892","155853","145896","126943","129674","156794","142930","119590","129372","154916","145277","125041","131577","165749","146026","141435","142025","169331","146423","135208","141312","168171","149106","152820","152165","171572","146139","151157","159325","183416","172748","149015","154459","191731","181761","151560","158022","180640","151535","147224","147619","154932","143684","128396","136106","158722","162031","138378","152680","157851","149534","130104","142733","156898","155187","134617","145857","149541","139706","125407","150227","158805","144773","141375","169734","162408","139497","136415","129581","136176","142641","119400","143773","154694","142483","116573","142552","139593","129643","105198","142686","119611","127896","97871","129087","121486","119868","108467","133045","123677","128801","103547","132522","118257","118290","108245","136560","122854","123809","125089","142163","125839","124105","113208","163231","153190","148377","140274","179071","161378","135582","120890","145328","113614","114156","88293","118188","98263","102634","87497","114270","99402","110296","86854","104824","97547","114310","86471","111947","90039","85613","83321","88867","88777","82235","74558","92934","89792","94424","101369","94660","90893","76354","67859","72519","73212","73230","66562","81508","67086","64572","61986","73239","61727","57149","55746","72335","65080","74958","153435","50457","53307","42196","46569","44750","41593","32836","38009","45820","53632","34544","32827","38219","41478","31404","33386","35472","48791","","","","",
"강원특별자치도","총전입[명]","명","45401","43037","39550","54837","46127","40704","41685","55823","42427","39944","40732","50263","42815","44863","47871","59315","56709","52697","50243","57454","54530","49523","51916","67385","53823","49469","50812","63522","57627","47553","48684","62534","55114","45817","46952","63770","59222","47794","49608","66860","59437","50668","54788","62232","61481","50649","54129","62110","54564","46075","52454","64824","53671","49620","53411","69194","60080","53500","54453","68044","60167","54397","55484","71690","62414","55594","58840","72343","58982","55082","62569","75560","63436","52229","54618","74899","63591","54516","60184","76217","62258","58024","56656","68751","67395","57225","55421","72861","67257","60581","67902","73556","70150","55627","68979","72124","68966","55741","61549","70511","64835","55304","59528","75736","68872","60642","68857","78843","67303","60698","64381","70306","67538","57273","63304","66127","65818","51166","58347","65543","69793","57361","71220","64975","71974","47480","57706","57193","61988","53123","58526","61262","66095","54067","57765","62939","60546","58007","66288","67299","58320","58287","69282","63520","60586","59989","67898","64387","66855","52765","63995","71100","65103","62831","72470","66678","70563","53302","72927","69456","65911","57736","72199","75968","82095","57735","71850","72241","88733","60065","77413","79917","68572","60983","71214","76092","69912","62304","72404","75416","72194","82531","69527","69076","57203","52805","61364","62525","65118","63459","74147","61853","58204","54014","68400","65452","53685","51432","68999","65830","57297","149710","55517","63841","36760","46997","53658","46970","36905","92724","51141","60893","42212","33552","42814","43059","35055","42418","39817","66674","43601","35608","41218","40532",
"강원특별자치도","총전출[명]","명","44049","42718","40179","57266","46764","41012","41632","57458","42942","40239","40265","51317","41800","42813","45778","56979","53140","50392","48093","58797","51564","46875","50369","69089","52079","48800","49790","65296","57341","48079","49346","65486","51959","45559","46149","65951","57575","46978","48771","68268","58066","49873","50920","63493","58366","51046","53695","63177","53128","45297","51011","65495","54359","49037","52444","69344","57628","52492","52776","68528","59290","52870","55775","73248","61117","55249","58141","72866","58580","54836","60873","76594","64534","53224","55678","77892","66047","56155","61630","80236","65016","59723","59155","73268","70917","56854","56557","76916","69798","61447","69494","81620","72146","58941","72111","80863","68859","57804","63684","74533","66475","56656","63353","80053","71368","62222","68408","79014","65807","57013","61630","69348","67632","56248","62720","68564","68646","52314","58854","68930","71808","58848","73387","68656","75356","50317","62602","64549","68837","58377","64616","67655","72494","57757","64900","70560","67198","64379","78163","80430","70772","66652","81717","77905","73923","70054","84420","82396","79293","61650","79207","87047","78060","70354","83899","79901","79605","59416","82374","78352","71818","61496","81488","85516","93708","65655","82124","84636","101450","68457","91124","89780","76065","66676","79889","84039","74136","66180","78672","83424","73746","87591","77041","79460","65159","60268","76535","82215","76197","70991","91081","77085","70330","62545","82390","76518","61748","59284","83373","77423","72366","172228","67229","74752","46901","59003","68921","58860","45050","100108","60263","72044","47367","40028","51343","53633","41828","47646","49398","80086","53579","40961","50333","52308",
"강원특별자치도","순이동[명]","명","1352","319","-629","-2429","-637","-308","53","-1635","-515","-295","467","-1054","1015","2050","2093","2336","3569","2305","2150","-1343","2966","2648","1547","-1704","1744","669","1022","-1774","286","-526","-662","-2952","3155","258","803","-2181","1647","816","837","-1408","1371","795","3868","-1261","3115","-397","434","-1067","1436","778","1443","-671","-688","583","967","-150","2452","1008","1677","-484","877","1527","-291","-1558","1297","345","699","-523","402","246","1696","-1034","-1098","-995","-1060","-2993","-2456","-1639","-1446","-4019","-2758","-1699","-2499","-4517","-3522","371","-1136","-4055","-2541","-866","-1592","-8064","-1996","-3314","-3132","-8739","107","-2063","-2135","-4022","-1640","-1352","-3825","-4317","-2496","-1580","449","-171","1496","3685","2751","958","-94","1025","584","-2437","-2828","-1148","-507","-3387","-2015","-1487","-2167","-3681","-3382","-2837","-4896","-7356","-6849","-5254","-6090","-6393","-6399","-3690","-7135","-7621","-6652","-6372","-11875","-13131","-12452","-8365","-12435","-14385","-13337","-10065","-16522","-18009","-12438","-8885","-15212","-15947","-12957","-7523","-11429","-13223","-9042","-6114","-9447","-8896","-5907","-3760","-9289","-9548","-11613","-7920","-10274","-12395","-12717","-8392","-13711","-9863","-7493","-5693","-8675","-7947","-4224","-3876","-6268","-8008","-1552","-5060","-7514","-10384","-7956","-7463","-15171","-19690","-11079","-7532","-16934","-15232","-12126","-8531","-13990","-11066","-8063","-7852","-14374","-11593","-15069","-22518","-11712","-10911","-10141","-12006","-15263","-11890","-8145","-7384","-9122","-11151","-5155","-6476","-8529","-10574","-6773","-5228","-9581","-13412","-9978","-5353","-9115","-11776",
"강원특별자치도","시도내이동-시군구내[명]","명","22021","18650","18706","24034","23549","18798","19751","23228","19940","17993","18383","19070","18882","20812","23186","25066","27428","24198","23314","23769","25541","23539","25641","31088","26613","24840","24987","28239","31124","23071","22635","26188","25002","20569","21190","25482","28757","20854","22860","29349","27537","23582","24744","25275","29867","25676","26881","24520","25446","21459","24864","26664","25858","23372","24941","27445","28245","24065","25365","28417","29887","24397","26063","30060","29394","25661","28062","30384","27431","25559","30889","33726","29987","23894","25351","33563","32350","26247","30262","35057","30990","28747","27536","31298","34443","26356","25893","31810","31870","29724","35271","32319","33140","26670","37292","32674","32321","26333","29552","32077","31780","26401","28532","35370","36126","26638","32068","35487","34114","27683","30362","30984","35026","27779","30729","28695","33434","22879","26564","29817","38276","29194","36142","32065","53304","32416","39373","38399","44328","35261","39046","40781","45847","36048","37669","42286","41344","39339","45671","47112","39933","38285","47079","42347","42166","40806","47504","43477","47271","34541","42902","47729","43520","40382","48011","43414","47358","33482","47979","45624","43019","35781","46072","49412","55708","37543","46446","45625","59299","39248","51956","55363","45651","38254","46825","48425","45085","38469","45257","47150","42907","54265","45109","44214","37066","32979","40199","40808","40626","39694","48843","41498","38292","33944","45560","44724","35403","32567","43886","42383","33836","97407","37426","43765","24597","32890","39352","33517","25292","78784","34266","42374","28656","22980","29836","31087","23557","30221","27253","47191","","","","",
"강원특별자치도","시도내이동-시군구간 전입[명]","명","7279","6699","6189","10092","7024","6400","6279","10493","6703","6415","6538","9567","6947","6706","7063","10328","8392","8006","7838","10700","8081","7144","7613","12416","7948","7261","7817","11976","7985","7699","8201","13183","10004","7394","7576","13746","9956","8392","7924","12829","9901","7978","8401","12600","9607","7470","8279","12950","8840","7070","8383","13315","8355","7530","8594","14554","10029","8678","8532","13811","9464","9111","9162","15021","11361","9016","9737","15211","10430","9063","9363","15393","11262","9107","9202","15700","10642","9311","10286","16079","11533","9838","10160","14975","12102","10017","10097","16528","13193","10192","11437","17711","14312","10236","11466","16439","13098","9850","11311","14949","12361","9765","10649","16192","12180","11729","12349","17203","11384","10922","11001","14726","11224","9928","10670","14184","11952","9677","10142","14050","11995","10472","12455","13603","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"강원특별자치도","시도내이동-시군구간 전출[명]","명","7279","6699","6189","10092","7024","6400","6279","10493","6703","6415","6538","9567","6947","6706","7063","10328","8392","8006","7838","10700","8081","7144","7613","12416","7948","7261","7817","11976","7985","7699","8201","13183","10004","7394","7576","13746","9956","8392","7924","12829","9901","7978","8401","12600","9607","7470","8279","12950","8840","7070","8383","13315","8355","7530","8594","14554","10029","8678","8532","13811","9464","9111","9162","15021","11361","9016","9737","15211","10430","9063","9363","15393","11262","9107","9202","15700","10642","9311","10286","16079","11533","9838","10160","14975","12102","10017","10097","16528","13193","10192","11437","17711","14312","10236","11466","16439","13098","9850","11311","14949","12361","9765","10649","16192","12180","11729","12349","17203","11384","10922","11001","14726","11224","9928","10670","14184","11952","9677","10142","14050","11995","10472","12455","13603","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"강원특별자치도","시도간전입[명]","명","16101","17688","14655","20711","15554","15506","15655","22102","15784","15536","15811","21626","16986","17345","17622","23921","20889","20493","19091","22985","20908","18840","18662","23881","19262","17368","18008","23307","18518","16783","17848","23163","20108","17854","18186","24542","20509","18548","18824","24682","21999","19108","21643","24357","22007","17503","18969","24640","20278","17546","19207","24845","19458","18718","19876","27195","21806","20757","20556","25816","20816","20889","20259","26609","21659","20917","21041","26748","21121","20460","22317","26441","22187","19228","20065","25636","20599","18958","19636","25081","19735","19439","18960","22478","20850","20852","19431","24523","22194","20665","21194","23526","22698","18721","20221","23011","23547","19558","20686","23485","20694","19138","20347","24174","20566","22275","24440","26153","21805","22093","23018","24596","21288","19566","21905","23248","20432","18610","21641","21676","19522","17695","22623","19307","18670","15064","18333","18794","17660","17862","19480","20481","20248","18019","20096","20653","19202","18668","20617","20187","18387","20002","22203","21173","18420","19183","20394","20910","19584","18224","21093","23371","21583","22449","24459","23264","23205","19820","24948","23832","22892","21955","26127","26556","26387","20192","25404","26616","29434","20817","25457","24554","22921","22729","24389","27667","24827","23835","27147","28266","29287","28266","24418","24862","20137","19826","21165","21717","24492","23765","25304","20355","19912","20070","22840","20728","18282","18865","25113","23447","23461","52303","18091","20076","12163","14107","14306","13453","11613","13940","16875","18519","13556","10572","12978","11972","11498","12197","12564","19483","","","","",
"강원특별자치도","시도간전출[명]","명","14749","17369","15284","23140","16191","15814","15602","23737","16299","15831","15344","22680","15971","15295","15529","21585","17320","18188","16941","24328","17942","16192","17115","25585","17518","16699","16986","25081","18232","17309","18510","26115","16953","17596","17383","26723","18862","17732","17987","26090","20628","18313","17775","25618","18892","17900","18535","25707","18842","16768","17764","25516","20146","18135","18909","27345","19354","19749","18879","26300","19939","19362","20550","28167","20362","20572","20342","27271","20719","20214","20621","27475","23285","20223","21125","28629","23055","20597","21082","29100","22493","21138","21459","26995","24372","20481","20567","28578","24735","21531","22786","31590","24694","22035","23353","31750","23440","21621","22821","27507","22334","20490","24172","28491","23062","23855","23991","26324","20309","18408","20267","23638","21382","18541","21321","25685","23260","19758","22148","25063","21537","19182","24790","22988","22052","17901","23229","26150","24509","23116","25570","26874","26647","21709","27231","28274","25854","25040","32492","33318","30839","28367","34638","35558","31757","29248","36916","38919","32022","27109","36305","39318","34540","29972","35888","36487","32247","25934","34395","32728","28799","25715","35416","36104","38000","28112","35678","39011","42151","29209","39168","34417","30414","28422","33064","35614","29051","27711","33415","36274","30839","33326","31932","35246","28093","27289","36336","41407","35571","31297","42238","35587","32038","28601","36830","31794","26345","26717","39487","35040","38530","74821","29803","30987","22304","26113","29569","25343","19758","21324","25997","29670","18711","17048","21507","22546","18271","17425","22145","32895","","","","",
"충청북도","총전입[명]","명","54639","49574","42449","52539","46009","44561","48170","51018","43373","46748","41327","54893","42324","43317","45430","54348","51990","48202","52202","61906","62632","50215","53778","63270","59130","46180","45965","60121","65213","45602","47915","60156","47189","47148","46027","56813","52909","45691","47235","56844","55132","48217","52941","58336","54807","50030","55841","55266","55952","49030","53480","57511","52524","48592","50499","60648","56720","53073","53808","64993","61836","53813","56362","63660","56778","54531","56546","65017","57528","58090","56656","72398","62945","56143","60698","73647","58155","56920","59560","71342","62122","51729","56173","65883","58574","52726","53339","66528","63486","60142","56247","66540","62705","52945","58014","69907","60711","49016","54476","66625","61266","49182","56930","67777","61728","62462","62720","68270","56832","54121","56126","65335","65256","67079","54652","65152","65335","49725","56828","62710","67924","50529","70110","60470","72913","44175","52427","58266","56731","54440","67360","63631","66585","49142","58430","70751","65024","57361","64270","71942","68673","69917","61937","62888","56659","49406","58803","59616","57677","44981","59407","63422","53931","54757","59648","55509","61142","41532","62337","57283","55082","47363","62662","61801","66967","44038","53511","57780","68166","43884","59595","58780","50112","44535","51376","61890","48461","44144","52609","54537","50152","68985","53386","55098","41349","37220","40806","48045","50188","37609","50290","44666","37771","36493","45138","44314","36882","31655","48454","47017","35536","132529","33747","44439","29328","34365","30667","31598","22590","31434","30236","38728","23908","22905","24941","27819","20246","20153","27398","44104","30753","17999","25003","26286",
