"행정구역(시군구)별","항목","단위","2025.4/4","2025.3/4","2025.2/4","2025.1/4","2024.4/4","2024.3/4","2024.2/4","2024.1/4","2023.4/4","2023.3/4","2023.2/4","2023.1/4","2022.4/4","2022.3/4","2022.2/4","2022.1/4","2021.4/4","2021.3/4","2021.2/4","2021.1/4","2020.4/4","2020.3/4","2020.2/4","2020.1/4","2019.4/4","2019.3/4","2019.2/4","2019.1/4","2018.4/4","2018.3/4","2018.2/4","2018.1/4","2017.4/4","2017.3/4","2017.2/4","2017.1/4","2016.4/4","2016.3/4","2016.2/4","2016.1/4","2015.4/4","2015.3/4","2015.2/4","2015.1/4","2014.4/4","2014.3/4","2014.2/4","2014.1/4","2013.4/4","2013.3/4","2013.2/4","2013.1/4","2012.4/4","2012.3/4","2012.2/4","2012.1/4","2011.4/4","2011.3/4","2011.2/4","2011.1/4","2010.4/4","2010.3/4","2010.2/4","2010.1/4","2009.4/4","2009.3/4","2009.2/4","2009.1/4","2008.4/4","2008.3/4","2008.2/4","2008.1/4","2007.4/4","2007.3/4","2007.2/4","2007.1/4","2006.4/4","2006.3/4","2006.2/4","2006.1/4","2005.4/4","2005.3/4","2005.2/4","2005.1/4","2004.4/4","2004.3/4","2004.2/4","2004.1/4","2003.4/4","2003.3/4","2003.2/4","2003.1/4","2002.4/4","2002.3/4","2002.2/4","2002.1/4","2001.4/4","2001.3/4","2001.2/4","2001.1/4","2000.4/4","2000.3/4","2000.2/4","2000.1/4","1999.4/4","1999.3/4","1999.2/4","1999.1/4","1998.4/4","1998.3/4","1998.2/4","1998.1/4","1997.4/4","1997.3/4","1997.2/4","1997.1/4","1996.4/4","1996.3/4","1996.2/4","1996.1/4","1995.4/4","1995.3/4","1995.2/4","1995.1/4","1994.4/4","1994.3/4","1994.2/4","1994.1/4","1993.4/4","1993.3/4","1993.2/4","1993.1/4","1992.4/4","1992.3/4","1992.2/4","1992.1/4","1991.4/4","1991.3/4","1991.2/4","1991.1/4","1990.4/4","1990.3/4","1990.2/4","1990.1/4","1989.4/4","1989.3/4","1989.2/4","1989.1/4","1988.4/4","1988.3/4","1988.2/4","1988.1/4","1987.4/4","1987.3/4","1987.2/4","1987.1/4","1986.4/4","1986.3/4","1986.2/4","1986.1/4","1985.4/4","1985.3/4","1985.2/4","1985.1/4","1984.4/4","1984.3/4","1984.2/4","1984.1/4","1983.4/4","1983.3/4","1983.2/4","1983.1/4","1982.4/4","1982.3/4","1982.2/4","1982.1/4","1981.4/4","1981.3/4","1981.2/4","1981.1/4","1980.4/4","1980.3/4","1980.2/4","1980.1/4","1979.4/4","1979.3/4","1979.2/4","1979.1/4","1978.4/4","1978.3/4","1978.2/4","1978.1/4","1977.4/4","1977.3/4","1977.2/4","1977.1/4","1976.4/4","1976.3/4","1976.2/4","1976.1/4","1975.4/4","1975.3/4","1975.2/4","1975.1/4","1974.4/4","1974.3/4","1974.2/4","1974.1/4","1973.4/4","1973.3/4","1973.2/4","1973.1/4","1972.4/4","1972.3/4","1972.2/4","1972.1/4","1971.4/4","1971.3/4","1971.2/4","1971.1/4","1970.4/4","1970.3/4","1970.2/4","1970.1/4",
"광주광역시","시도간전출[명]","명","15361","15685","14626","21733","14263","14071","13826","20581","14372","13800","13937","20394","14032","14190","14990","19888","15742","16859","15418","22585","19110","15931","16521","22167","18827","15411","15075","22340","19429","15707","17068","23201","18057","15632","16713","23680","19821","16633","16130","22908","22635","18040","18680","23743","20901","17342","19303","24176","19203","15683","16337","22800","19935","15504","18191","24237","20048","17465","18077","23821","19475","16938","18683","26451","20340","18735","19315","26234","19474","17979","19435","28949","25000","19170","21193","29349","23890","19451","22222","31114","23660","21483","22099","27638","24390","20746","21435","29461","27420","20988","26610","32714","22821","19389","24101","29350","23972","20071","27622","28070","23609","19485","30138","29356","23161","21121","30412","29525","22930","18707","22464","26089","21863","17710","20172","25994","21133","19074","21190","25989","21668","17863","28555","25889","20223","15800","18853","22156","19812","18373","21529","23126","19160","16332","20133","25135","19218","17122","21301","24765","20581","21132","24738","26183","21483","19888","23785","25586","21260","20183","28692","29785","22495","22435","23195","23094","20961","16661","22923","23286","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"대전광역시","총전입[명]","명","42707","52299","47157","65209","45909","48047","44176","57848","45260","40801","44279","55744","44811","45317","47018","61559","56400","46980","46043","62142","57643","52258","55075","67345","55606","50209","45120","61489","54212","49452","49521","59694","49689","49288","50589","61883","57132","50885","48860","62375","54726","51445","50948","63655","58919","56522","55487","68631","63334","48569","53326","65629","58369","51699","53749","75818","68440","62858","58882","74064","73821","58824","58412","71375","61258","60742","58214","72210","63574","57017","60653","82288","70463","60219","64162","88236","68869","63081","69893","92971","74187","64802","71805","77041","69721","67189","62382","80736","72563","66941","78550","86682","77196","71269","73885","80594","74948","68323","74524","87190","81389","65892","74824","90455","89796","70633","77677","84677","71025","69679","59593","67281","75858","68107","70088","81145","82369","58765","71678","74851","82624","59005","100976","72199","105064","61924","65239","83412","73303","90941","83474","88153","91960","59605","71145","72952","86401","63729","79953","80369","85296","68602","74111","68747","61369","58440","78688","57737","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"대전광역시","총전출[명]","명","43870","49647","46750","64281","46761","47948","45061","57903","46843","41095","44588","56032","44929","45295","48147","63330","58760","48035","48514","65187","62652","54356","55969","70441","60462","53876","49154","65274","58443","51267","53037","64885","54962","51870","55633","65159","60247","52557","51557","65522","61048","55724","55282","69336","64784","58349","56809","68455","63775","48937","53221","64614","58868","53633","52834","73801","67374","62428","58059","73039","73819","58325","59594","71739","64153","60869","59680","73480","65307","57538","62501","83796","72875","59947","64913","86393","69424","61086","70059","91930","73895","64596","71720","74414","68697","66688","64696","77331","74802","65525","76660","81923","76233","68383","72672","77101","75241","66560","73213","83131","79587","64312","74181","85904","87122","67907","75640","82505","68902","61888","58736","65959","76708","64071","69486","75339","79800","56162","68050","68733","78484","55318","95351","67901","96799","56000","59765","72591","65504","82800","73908","75629","84979","54563","64427","67563","78872","54607","68627","71731","75513","61473","66535","59772","56233","52282","69535","52005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"대전광역시","순이동[명]","명","-1163","2652","407","928","-852","99","-885","-55","-1583","-294","-309","-288","-118","22","-1129","-1771","-2360","-1055","-2471","-3045","-5009","-2098","-894","-3096","-4856","-3667","-4034","-3785","-4231","-1815","-3516","-5191","-5273","-2582","-5044","-3276","-3115","-1672","-2697","-3147","-6322","-4279","-4334","-5681","-5865","-1827","-1322","176","-441","-368","105","1015","-499","-1934","915","2017","1066","430","823","1025","2","499","-1182","-364","-2895","-127","-1466","-1270","-1733","-521","-1848","-1508","-2412","272","-751","1843","-555","1995","-166","1041","292","206","85","2627","1024","501","-2314","3405","-2239","1416","1890","4759","963","2886","1213","3493","-293","1763","1311","4059","1802","1580","643","4551","2674","2726","2037","2172","2123","7791","857","1322","-850","4036","602","5806","2569","2603","3628","6118","4140","3687","5625","4298","8265","5924","5474","10821","7799","8141","9566","12524","6981","5042","6718","5389","7529","9122","11326","8638","9783","7129","7576","8975","5136","6158","9153","5732","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"대전광역시","시도내이동-시군구내[명]","명","12714","14701","13530","17436","13596","13376","13178","14199","13865","11761","13297","13630","12741","13130","14120","16444","17191","12933","14110","17523","19374","16931","17658","19482","17944","16099","14625","17149","17996","15298","15773","16403","16194","15422","15918","16647","18639","16140","15660","17199","17621","16410","16455","17608","19034","17279","18085","19017","20954","15716","17436","18300","17982","15940","16811","20658","22063","20886","19869","22559","24701","18806","20039","20506","20430","19507","18988","20679","20135","17647","19711","24287","21557","18351","21120","25403","20782","18584","22120","26984","23057","19380","22997","21014","20289","21454","19755","21813","22271","20342","25898","25104","24712","22009","23253","21684","23153","20648","24025","23910","24496","19740","23400","24615","28648","20608","24435","23873","20891","17702","17112","17462","23909","19796","20844","21186","23380","16567","20798","19015","23673","15132","30280","19412","79009","42407","42830","54311","49701","67857","57129","57769","67974","39994","47458","47656","62528","39895","50848","52354","59509","45522","48140","41366","40073","37397","51614","33573","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"대전광역시","시도내이동-시군구간 전입[명]","명","14008","16679","17294","20998","15919","17373","15197","17197","15852","12623","15041","16641","15112","15234","16441","20062","20244","14361","15524","19649","19761","17596","18684","21094","18664","16514","14400","18600","18011","15994","16036","17807","16191","15896","17031","18357","19080","16825","16473","18860","17968","17059","16984","19504","20520","21078","19516","22432","22390","16459","18020","19518","19732","17683","18453","25122","25884","21407","19542","23250","28721","20252","19976","22961","21932","20840","20143","24317","23422","19475","21521","28550","25513","21084","22877","31135","24876","22639","26371","34385","27322","23122","26755","25922","24776","24187","22113","25801","26453","23231","28047","28355","28255","25602","27920","28143","28725","25121","28168","32379","33176","25052","28550","32818","37050","25776","28638","29566","27928","23452","21811","22651","29059","26146","26324","28515","33224","21142","27215","26596","34364","22677","43842","26992","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"대전광역시","시도내이동-시군구간 전출[명]","명","14008","16679","17294","20998","15919","17373","15197","17197","15852","12623","15041","16641","15112","15234","16441","20062","20244","14361","15524","19649","19761","17596","18684","21094","18664","16514","14400","18600","18011","15994","16036","17807","16191","15896","17031","18357","19080","16825","16473","18860","17968","17059","16984","19504","20520","21078","19516","22432","22390","16459","18020","19518","19732","17683","18453","25122","25884","21407","19542","23250","28721","20252","19976","22961","21932","20840","20143","24317","23422","19475","21521","28550","25513","21084","22877","31135","24876","22639","26371","34385","27322","23122","26755","25922","24776","24187","22113","25801","26453","23231","28047","28355","28255","25602","27920","28143","28725","25121","28168","32379","33176","25052","28550","32818","37050","25776","28638","29566","27928","23452","21811","22651","29059","26146","26324","28515","33224","21142","27215","26596","34364","22677","43842","26992","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"대전광역시","시도간전입[명]","명","15985","20919","16333","26775","16394","17298","15801","26452","15543","16417","15941","25473","16958","16953","16457","25053","18965","19686","16409","24970","18508","17731","18733","26769","18998","17596","16095","25740","18205","18160","17712","25484","17304","17970","17640","26879","19413","17920","16727","26316","19137","17976","17509","26543","19365","18165","17886","27182","19990","16394","17870","27811","20655","18076","18485","30038","20493","20565","19471","28255","20399","19766","18397","27908","18896","20395","19083","27214","20017","19895","19421","29451","23393","20784","20165","31698","23211","21858","21402","31602","23808","22300","22053","30105","24656","21548","20514","33122","23839","23368","24605","33223","24229","23658","22712","30767","23070","22554","22331","30901","23717","21100","22874","33022","24098","24249","24604","31238","22206","28525","20670","27168","22890","22165","22920","31444","25765","21056","23665","29240","24587","21196","26854","25795","26055","19517","22409","29101","23602","23084","26345","30384","23986","19611","23687","25296","23873","23834","29105","28015","25787","23080","25971","27381","21296","21043","27074","24164","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"대전광역시","시도간전출[명]","명","17148","18267","15926","25847","17246","17199","16686","26507","17126","16711","16250","25761","17076","16931","17586","26824","21325","20741","18880","28015","23517","19829","19627","29865","23854","21263","20129","29525","22436","19975","21228","30675","22577","20552","22684","30155","22528","19592","19424","29463","25459","22255","21843","32224","25230","19992","19208","27006","20431","16762","17765","26796","21154","20010","17570","28021","19427","20135","18648","27230","20397","19267","19579","28272","21791","20522","20549","28484","21750","20416","21269","30959","25805","20512","20916","29855","23766","19863","21568","30561","23516","22094","21968","27478","23632","21047","22828","29717","26078","21952","22715","28464","23266","20772","21499","27274","23363","20791","21020","26842","21915","19520","22231","28471","21424","21523","22567","29066","20083","20734","19813","25846","23740","18129","22318","25638","23196","18453","20037","23122","20447","17509","21229","21497","17790","13593","16935","18280","15803","14943","16779","17860","17005","14569","16969","19907","16344","14712","17779","19377","16004","15951","18395","18406","16160","14885","17921","18432","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"울산광역시","총전입[명]","명","29733","29080","25812","29580","26980","25730","26758","33864","33803","27299","26890","28649","23963","23693","27773","32318","31771","29343","30004","38762","33973","29347","31652","41140","34919","30958","35124","41055","31357","27509","30538","38518","34758","31691","31542","37208","34324","31965","37518","44383","44874","36875","45209","43435","46378","40194","45133","44310","43058","34624","38704","43106","39410","38740","40987","42296","40859","39299","39751","45054","43172","33607","42082","42285","38205","35769","42931","43048","38406","39069","47305","56882","49190","45324","38687","47174","41686","36779","45311","50613","48385","34370","39515","47411","48898","39407","42323","53871","50826","42432","50011","47986","43872","33973","49809","48759","49671","34717","41937","44262","43317","33146","43208","47019","46327","40759","45315","47084","44623","36636","39830","43071","48467","41214","50135","46171","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"울산광역시","총전출[명]","명","30194","30080","27092","32313","27475","27079","27651","35981","33909","28935","28522","31490","25305","26316","29888","35774","33398","32797","33137","44222","37532","32673","34427","45064","37301","32970","37406","44551","33926","30563","33904","42183","36037","35097","34125","41857","36375","33789","39125","46523","44052","37465","45930","43026","44765","39845","44268","44351","42607","33976","38517","42085","37775","38169","39878","41605","40015","39001","39123","44952","42426","34692","42643","44910","39459","37433","43471","44621","37681","38409","46209","55457","48311","45134","39185","48737","42116","37631","45491","51562","46920","35685","40385","47083","47344","40909","42365","52117","50580","42044","49154","47605","43535","33909","48726","47618","47969","33356","40334","42940","42482","32668","42297","46027","45497","40625","46646","48617","45270","39263","41243","43952","47501","40443","48707","45498","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
